intent,user_message
refund_request,Refund ka status 112
refund_request,I want a refund 113
refund_request,Refund status 114
refund_request,Money deducted but order failed 115
refund_request,Refund pending 116
refund_request,Refund kab milega 117
refund_request,Paisa wapas chahiye 118
refund_request,Refund not received 119
refund_request,Refund ka status 120
refund_request,I want a refund 121
refund_request,Refund status 122
refund_request,Money deducted but order failed 123
refund_request,Refund pending 124
refund_request,Refund kab milega 125
refund_request,Paisa wapas chahiye 126
refund_request,Refund not received 127
refund_request,Refund ka status 128
refund_request,I want a refund 129
refund_request,Refund status 130
refund_request,Money deducted but order failed 131
refund_request,Refund pending 132
refund_request,Refund kab milega 133
refund_request,Paisa wapas chahiye 134
refund_request,Refund not received 135
refund_request,Refund ka status 136
refund_request,I want a refund 137
refund_request,Refund status 138
refund_request,Money deducted but order failed 139
refund_request,Refund pending 140
refund_request,Refund kab milega 141
refund_request,Paisa wapas chahiye 142
refund_request,Refund not received 143
refund_request,Refund ka status 144
refund_request,I want a refund 145
refund_request,Refund status 146
refund_request,Money deducted but order failed 147
refund_request,Refund pending 148
refund_request,Refund kab milega 149
refund_request,Paisa wapas chahiye 150
refund_request,Refund not received 151
refund_request,Refund ka status 152
refund_request,I want a refund 153
refund_request,Refund status 154
refund_request,Money deducted but order failed 155
refund_request,Refund pending 156
refund_request,Refund kab milega 157
refund_request,Paisa wapas chahiye 158
refund_request,Refund not received 159
refund_request,Refund ka status 160
refund_request,I want a refund 161
refund_request,Refund status 162
refund_request,Money deducted but order failed 163
refund_request,Refund pending 164
refund_request,Refund kab milega 165
refund_request,Paisa wapas chahiye 166
refund_request,Refund not received 167
refund_request,Refund ka status 168
refund_request,I want a refund 169
refund_request,Refund status 170
refund_request,Money deducted but order failed 171
refund_request,Refund pending 172
refund_request,Refund kab milega 173
refund_request,Paisa wapas chahiye 174
refund_request,Refund not received 175
refund_request,Refund ka status 176
refund_request,I want a refund 177
refund_request,Refund status 178
refund_request,Money deducted but order failed 179
refund_request,Refund pending 180
refund_request,Refund kab milega 181
refund_request,Paisa wapas chahiye 182
refund_request,Refund not received 183
refund_request,Refund ka status 184
refund_request,I want a refund 185
refund_request,Refund status 186
refund_request,Money deducted but order failed 187
refund_request,Refund pending 188
refund_request,Refund kab milega 189
refund_request,Paisa wapas chahiye 190
refund_request,Refund not received 191
refund_request,Refund ka status 192
refund_request,I want a refund 193
refund_request,Refund status 194
refund_request,Money deducted but order failed 195
refund_request,Refund pending 196
refund_request,Refund kab milega 197
refund_request,Paisa wapas chahiye 198
refund_request,Refund not received 199
refund_request,Refund ka status 200
refund_request,I want a refund 201
refund_request,Refund status 202
refund_request,Money deducted but order failed 203
refund_request,Refund pending 204
refund_request,Refund kab milega 205
refund_request,Paisa wapas chahiye 206
refund_request,Refund not received 207
refund_request,Refund ka status 208
refund_request,I want a refund 209
refund_request,Refund status 210
refund_request,Money deducted but order failed 211
refund_request,Refund pending 212
refund_request,Refund kab milega 213
refund_request,Paisa wapas chahiye 214
refund_request,Refund not received 215
refund_request,Refund ka status 216
refund_request,I want a refund 217
refund_request,Refund status 218
refund_request,Money deducted but order failed 219
refund_request,Refund pending 220
refund_request,Refund kab milega 221
refund_request,Paisa wapas chahiye 222
refund_request,Refund not received 223
refund_request,Refund ka status 224
refund_request,I want a refund 225
refund_request,Refund status 226
refund_request,Money deducted but order failed 227
refund_request,Refund pending 228
refund_request,Refund kab milega 229
refund_request,Paisa wapas chahiye 230
refund_request,Refund not received 231
refund_request,Refund ka status 232
refund_request,I want a refund 233
refund_request,Refund status 234
refund_request,Money deducted but order failed 235
refund_request,Refund pending 236
refund_request,Refund kab milega 237
refund_request,Paisa wapas chahiye 238
refund_request,Refund not received 239
refund_request,Refund ka status 240
refund_request,I want a refund 241
refund_request,Refund status 242
refund_request,Money deducted but order failed 243
refund_request,Refund pending 244
refund_request,Refund kab milega 245
refund_request,Paisa wapas chahiye 246
refund_request,Refund not received 247
refund_request,Refund ka status 248
refund_request,I want a refund 249
refund_request,Refund status 250
refund_request,Money deducted but order failed 251
refund_request,Refund pending 252
refund_request,Refund kab milega 253
refund_request,Paisa wapas chahiye 254
refund_request,Refund not received 255
refund_request,Refund ka status 256
refund_request,I want a refund 257
refund_request,Refund status 258
refund_request,Money deducted but order failed 259
refund_request,Refund pending 260
refund_request,Refund kab milega 261
refund_request,Paisa wapas chahiye 262
refund_request,Refund not received 263
refund_request,Refund ka status 264
refund_request,I want a refund 265
refund_request,Refund status 266
refund_request,Money deducted but order failed 267
refund_request,Refund pending 268
refund_request,Refund kab milega 269
refund_request,Paisa wapas chahiye 270
refund_request,Refund not received 271
refund_request,Refund ka status 272
refund_request,I want a refund 273
refund_request,Refund status 274
refund_request,Money deducted but order failed 275
refund_request,Refund pending 276
refund_request,Refund kab milega 277
refund_request,Paisa wapas chahiye 278
refund_request,Refund not received 279
refund_request,Refund ka status 280
refund_request,I want a refund 281
refund_request,Refund status 282
refund_request,Money deducted but order failed 283
refund_request,Refund pending 284
refund_request,Refund kab milega 285
refund_request,Paisa wapas chahiye 286
refund_request,Refund not received 287
refund_request,Refund ka status 288
refund_request,I want a refund 289
refund_request,Refund status 290
refund_request,Money deducted but order failed 291
refund_request,Refund pending 292
refund_request,Refund kab milega 293
refund_request,Paisa wapas chahiye 294
refund_request,Refund not received 295
refund_request,Refund ka status 296
refund_request,I want a refund 297
refund_request,Refund status 298
refund_request,Money deducted but order failed 299
refund_request,Refund pending 300
refund_request,Refund kab milega 301
refund_request,Paisa wapas chahiye 302
refund_request,Refund not received 303
refund_request,Refund ka status 304
refund_request,I want a refund 305
refund_request,Refund status 306
refund_request,Money deducted but order failed 307
refund_request,Refund pending 308
refund_request,Refund kab milega 309
refund_request,Paisa wapas chahiye 310
refund_request,Refund not received 311
refund_request,Refund ka status 312
refund_request,I want a refund 313
refund_request,Refund status 314
refund_request,Money deducted but order failed 315
refund_request,Refund pending 316
refund_request,Refund kab milega 317
refund_request,Paisa wapas chahiye 318
refund_request,Refund not received 319
refund_request,Refund ka status 320
refund_request,I want a refund 321
refund_request,Refund status 322
refund_request,Money deducted but order failed 323
refund_request,Refund pending 324
refund_request,Refund kab milega 325
refund_request,Paisa wapas chahiye 326
refund_request,Refund not received 327
refund_request,Refund ka status 328
refund_request,I want a refund 329
refund_request,Refund status 330
refund_request,Money deducted but order failed 331
refund_request,Refund pending 332
refund_request,Refund kab milega 333
refund_request,Paisa wapas chahiye 334
refund_request,Refund not received 335
refund_request,Refund ka status 336
refund_request,I want a refund 337
refund_request,Refund status 338
refund_request,Money deducted but order failed 339
refund_request,Refund pending 340
refund_request,Refund kab milega 341
refund_request,Paisa wapas chahiye 342
refund_request,Refund not received 343
refund_request,Refund ka status 344
refund_request,I want a refund 345
refund_request,Refund status 346
refund_request,Money deducted but order failed 347
refund_request,Refund pending 348
refund_request,Refund kab milega 349
refund_request,Paisa wapas chahiye 350
refund_request,Refund not received 351
refund_request,Refund ka status 352
refund_request,I want a refund 353
refund_request,Refund status 354
refund_request,Money deducted but order failed 355
refund_request,Refund pending 356
refund_request,Refund kab milega 357
refund_request,Paisa wapas chahiye 358
refund_request,Refund not received 359
refund_request,Refund ka status 360
refund_request,I want a refund 361
refund_request,Refund status 362
refund_request,Money deducted but order failed 363
refund_request,Refund pending 364
refund_request,Refund kab milega 365
refund_request,Paisa wapas chahiye 366
refund_request,Refund not received 367
refund_request,Refund ka status 368
refund_request,I want a refund 369
refund_request,Refund status 370
refund_request,Money deducted but order failed 371
refund_request,Refund pending 372
refund_request,Refund kab milega 373
refund_request,Paisa wapas chahiye 374
refund_request,Refund not received 375
refund_request,Refund ka status 376
refund_request,I want a refund 377
refund_request,Refund status 378
refund_request,Money deducted but order failed 379
refund_request,Refund pending 380
refund_request,Refund kab milega 381
refund_request,Paisa wapas chahiye 382
refund_request,Refund not received 383
refund_request,Refund ka status 384
refund_request,I want a refund 385
refund_request,Refund status 386
refund_request,Money deducted but order failed 387
refund_request,Refund pending 388
refund_request,Refund kab milega 389
refund_request,Paisa wapas chahiye 390
refund_request,Refund not received 391
refund_request,Refund ka status 392
refund_request,I want a refund 393
refund_request,Refund status 394
refund_request,Money deducted but order failed 395
refund_request,Refund pending 396
refund_request,Refund kab milega 397
refund_request,Paisa wapas chahiye 398
refund_request,Refund not received 399
refund_request,Refund ka status 400
refund_request,I want a refund 401
refund_request,Refund status 402
refund_request,Money deducted but order failed 403
refund_request,Refund pending 404
refund_request,Refund kab milega 405
refund_request,Paisa wapas chahiye 406
refund_request,Refund not received 407
refund_request,Refund ka status 408
refund_request,I want a refund 409
refund_request,Refund status 410
refund_request,Money deducted but order failed 411
refund_request,Refund pending 412
refund_request,Refund kab milega 413
refund_request,Paisa wapas chahiye 414
refund_request,Refund not received 415
refund_request,Refund ka status 416
refund_request,I want a refund 417
refund_request,Refund status 418
refund_request,Money deducted but order failed 419
refund_request,Refund pending 420
refund_request,Refund kab milega 421
refund_request,Paisa wapas chahiye 422
refund_request,Refund not received 423
refund_request,Refund ka status 424
refund_request,I want a refund 425
refund_request,Refund status 426
refund_request,Money deducted but order failed 427
refund_request,Refund pending 428
refund_request,Refund kab milega 429
refund_request,Paisa wapas chahiye 430
refund_request,Refund not received 431
refund_request,Refund ka status 432
refund_request,I want a refund 433
refund_request,Refund status 434
refund_request,Money deducted but order failed 435
refund_request,Refund pending 436
refund_request,Refund kab milega 437
refund_request,Paisa wapas chahiye 438
refund_request,Refund not received 439
refund_request,Refund ka status 440
refund_request,I want a refund 441
refund_request,Refund status 442
refund_request,Money deducted but order failed 443
refund_request,Refund pending 444
refund_request,Refund kab milega 445
refund_request,Paisa wapas chahiye 446
refund_request,Refund not received 447
refund_request,Refund ka status 448
refund_request,I want a refund 449
refund_request,Refund status 450
refund_request,Money deducted but order failed 451
refund_request,Refund pending 452
refund_request,Refund kab milega 453
refund_request,Paisa wapas chahiye 454
refund_request,Refund not received 455
refund_request,Refund ka status 456
refund_request,I want a refund 457
refund_request,Refund status 458
refund_request,Money deducted but order failed 459
refund_request,Refund pending 460
refund_request,Refund kab milega 461
refund_request,Paisa wapas chahiye 462
refund_request,Refund not received 463
refund_request,Refund ka status 464
refund_request,I want a refund 465
refund_request,Refund status 466
refund_request,Money deducted but order failed 467
refund_request,Refund pending 468
refund_request,Refund kab milega 469
refund_request,Paisa wapas chahiye 470
refund_request,Refund not received 471
refund_request,Refund ka status 472
refund_request,I want a refund 473
refund_request,Refund status 474
refund_request,Money deducted but order failed 475
refund_request,Refund pending 476
refund_request,Refund kab milega 477
refund_request,Paisa wapas chahiye 478
refund_request,Refund not received 479
refund_request,Refund ka status 480
refund_request,I want a refund 481
refund_request,Refund status 482
refund_request,Money deducted but order failed 483
refund_request,Refund pending 484
refund_request,Refund kab milega 485
refund_request,Paisa wapas chahiye 486
refund_request,Refund not received 487
refund_request,Refund ka status 488
refund_request,I want a refund 489
refund_request,Refund status 490
refund_request,Money deducted but order failed 491
refund_request,Refund pending 492
refund_request,Refund kab milega 493
refund_request,Paisa wapas chahiye 494
refund_request,Refund not received 495
refund_request,Refund ka status 496
refund_request,I want a refund 497
refund_request,Refund status 498
refund_request,Money deducted but order failed 499
refund_request,Refund pending 500
refund_request,Refund kab milega 501
refund_request,Paisa wapas chahiye 502
refund_request,Refund not received 503
refund_request,Refund ka status 504
refund_request,I want a refund 505
refund_request,Refund status 506
refund_request,Money deducted but order failed 507
refund_request,Refund pending 508
refund_request,Refund kab milega 509
refund_request,Paisa wapas chahiye 510
refund_request,Refund not received 511
refund_request,Refund ka status 512
refund_request,I want a refund 513
refund_request,Refund status 514
refund_request,Money deducted but order failed 515
refund_request,Refund pending 516
refund_request,Refund kab milega 517
refund_request,Paisa wapas chahiye 518
refund_request,Refund not received 519
refund_request,Refund ka status 520
refund_request,I want a refund 521
refund_request,Refund status 522
refund_request,Money deducted but order failed 523
refund_request,Refund pending 524
refund_request,Refund kab milega 525
refund_request,Paisa wapas chahiye 526
refund_request,Refund not received 527
refund_request,Refund ka status 528
refund_request,I want a refund 529
refund_request,Refund status 530
refund_request,Money deducted but order failed 531
refund_request,Refund pending 532
refund_request,Refund kab milega 533
refund_request,Paisa wapas chahiye 534
refund_request,Refund not received 535
refund_request,Refund ka status 536
refund_request,I want a refund 537
refund_request,Refund status 538
refund_request,Money deducted but order failed 539
refund_request,Refund pending 540
refund_request,Refund kab milega 541
refund_request,Paisa wapas chahiye 542
refund_request,Refund not received 543
refund_request,Refund ka status 544
refund_request,I want a refund 545
refund_request,Refund status 546
refund_request,Money deducted but order failed 547
refund_request,Refund pending 548
refund_request,Refund kab milega 549
refund_request,Paisa wapas chahiye 550
refund_request,Refund not received 551
refund_request,Refund ka status 552
refund_request,I want a refund 553
refund_request,Refund status 554
refund_request,Money deducted but order failed 555
refund_request,Refund pending 556
refund_request,Refund kab milega 557
refund_request,Paisa wapas chahiye 558
refund_request,Refund not received 559
refund_request,Refund ka status 560
refund_request,I want a refund 561
refund_request,Refund status 562
refund_request,Money deducted but order failed 563
refund_request,Refund pending 564
refund_request,Refund kab milega 565
refund_request,Paisa wapas chahiye 566
refund_request,Refund not received 567
refund_request,Refund ka status 568
refund_request,I want a refund 569
refund_request,Refund status 570
refund_request,Money deducted but order failed 571
refund_request,Refund pending 572
refund_request,Refund kab milega 573
refund_request,Paisa wapas chahiye 574
refund_request,Refund not received 575
refund_request,Refund ka status 576
refund_request,I want a refund 577
refund_request,Refund status 578
refund_request,Money deducted but order failed 579
refund_request,Refund pending 580
refund_request,Refund kab milega 581
refund_request,Paisa wapas chahiye 582
refund_request,Refund not received 583
refund_request,Refund ka status 584
refund_request,I want a refund 585
refund_request,Refund status 586
refund_request,Money deducted but order failed 587
refund_request,Refund pending 588
refund_request,Refund kab milega 589
refund_request,Paisa wapas chahiye 590
refund_request,Refund not received 591
refund_request,Refund ka status 592
refund_request,I want a refund 593
refund_request,Refund status 594
refund_request,Money deducted but order failed 595
refund_request,Refund pending 596
refund_request,Refund kab milega 597
refund_request,Paisa wapas chahiye 598
refund_request,Refund not received 599
refund_request,Refund ka status 600
refund_request,I want a refund 601
refund_request,Refund status 602
refund_request,Money deducted but order failed 603
refund_request,Refund pending 604
refund_request,Refund kab milega 605
refund_request,Paisa wapas chahiye 606
refund_request,Refund not received 607
refund_request,Refund ka status 608
refund_request,I want a refund 609
refund_request,Refund status 610
refund_request,Money deducted but order failed 611
refund_request,Refund pending 612
refund_request,Refund kab milega 613
refund_request,Paisa wapas chahiye 614
refund_request,Refund not received 615
refund_request,Refund ka status 616
refund_request,I want a refund 617
refund_request,Refund status 618
refund_request,Money deducted but order failed 619
refund_request,Refund pending 620
refund_request,Refund kab milega 621
refund_request,Paisa wapas chahiye 622
refund_request,Refund not received 623
refund_request,Refund ka status 624
refund_request,I want a refund 625
refund_request,Refund status 626
refund_request,Money deducted but order failed 627
refund_request,Refund pending 628
refund_request,Refund kab milega 629
refund_request,Paisa wapas chahiye 630
refund_request,Refund not received 631
refund_request,Refund ka status 632
refund_request,I want a refund 633
refund_request,Refund status 634
refund_request,Money deducted but order failed 635
refund_request,Refund pending 636
refund_request,Refund kab milega 637
refund_request,Paisa wapas chahiye 638
refund_request,Refund not received 639
refund_request,Refund ka status 640
refund_request,I want a refund 641
refund_request,Refund status 642
refund_request,Money deducted but order failed 643
refund_request,Refund pending 644
refund_request,Refund kab milega 645
refund_request,Paisa wapas chahiye 646
refund_request,Refund not received 647
refund_request,Refund ka status 648
refund_request,I want a refund 649
refund_request,Refund status 650
refund_request,Money deducted but order failed 651
refund_request,Refund pending 652
refund_request,Refund kab milega 653
refund_request,Paisa wapas chahiye 654
refund_request,Refund not received 655
refund_request,Refund ka status 656
refund_request,I want a refund 657
refund_request,Refund status 658
refund_request,Money deducted but order failed 659
refund_request,Refund pending 660
refund_request,Refund kab milega 661
refund_request,Paisa wapas chahiye 662
refund_request,Refund not received 663
refund_request,Refund ka status 664
refund_request,I want a refund 665
refund_request,Refund status 666
refund_request,Money deducted but order failed 667
refund_request,Refund pending 668
refund_request,Refund kab milega 669
refund_request,Paisa wapas chahiye 670
refund_request,Refund not received 671
refund_request,Refund ka status 672
refund_request,I want a refund 673
refund_request,Refund status 674
refund_request,Money deducted but order failed 675
refund_request,Refund pending 676
refund_request,Refund kab milega 677
refund_request,Paisa wapas chahiye 678
refund_request,Refund not received 679
refund_request,Refund ka status 680
refund_request,I want a refund 681
refund_request,Refund status 682
refund_request,Money deducted but order failed 683
refund_request,Refund pending 684
refund_request,Refund kab milega 685
refund_request,Paisa wapas chahiye 686
refund_request,Refund not received 687
refund_request,Refund ka status 688
refund_request,I want a refund 689
refund_request,Refund status 690
refund_request,Money deducted but order failed 691
refund_request,Refund pending 692
refund_request,Refund kab milega 693
refund_request,Paisa wapas chahiye 694
refund_request,Refund not received 695
refund_request,Refund ka status 696
refund_request,I want a refund 697
refund_request,Refund status 698
refund_request,Money deducted but order failed 699
refund_request,Refund pending 700
refund_request,Refund kab milega 701
refund_request,Paisa wapas chahiye 702
refund_request,Refund not received 703
refund_request,Refund ka status 704
refund_request,I want a refund 705
refund_request,Refund status 706
refund_request,Money deducted but order failed 707
refund_request,Refund pending 708
refund_request,Refund kab milega 709
refund_request,Paisa wapas chahiye 710
refund_request,Refund not received 711
refund_request,Refund ka status 712
refund_request,I want a refund 713
refund_request,Refund status 714
refund_request,Money deducted but order failed 715
refund_request,Refund pending 716
refund_request,Refund kab milega 717
refund_request,Paisa wapas chahiye 718
refund_request,Refund not received 719
refund_request,Refund ka status 720
refund_request,I want a refund 721
refund_request,Refund status 722
refund_request,Money deducted but order failed 723
refund_request,Refund pending 724
refund_request,Refund kab milega 725
refund_request,Paisa wapas chahiye 726
refund_request,Refund not received 727
refund_request,Refund ka status 728
refund_request,I want a refund 729
refund_request,Refund status 730
refund_request,Money deducted but order failed 731
refund_request,Refund pending 732
refund_request,Refund kab milega 733
refund_request,Paisa wapas chahiye 734
refund_request,Refund not received 735
refund_request,Refund ka status 736
refund_request,I want a refund 737
refund_request,Refund status 738
refund_request,Money deducted but order failed 739
refund_request,Refund pending 740
refund_request,Refund kab milega 741
refund_request,Paisa wapas chahiye 742
refund_request,Refund not received 743
refund_request,Refund ka status 744
refund_request,I want a refund 745
refund_request,Refund status 746
refund_request,Money deducted but order failed 747
refund_request,Refund pending 748
refund_request,Refund kab milega 749
refund_request,Paisa wapas chahiye 750
refund_request,Refund not received 751
refund_request,Refund ka status 752
refund_request,I want a refund 753
refund_request,Refund status 754
refund_request,Money deducted but order failed 755
refund_request,Refund pending 756
refund_request,Refund kab milega 757
refund_request,Paisa wapas chahiye 758
refund_request,Refund not received 759
refund_request,Refund ka status 760
refund_request,I want a refund 761
refund_request,Refund status 762
refund_request,Money deducted but order failed 763
refund_request,Refund pending 764
refund_request,Refund kab milega 765
refund_request,Paisa wapas chahiye 766
refund_request,Refund not received 767
refund_request,Refund ka status 768
refund_request,I want a refund 769
refund_request,Refund status 770
refund_request,Money deducted but order failed 771
refund_request,Refund pending 772
refund_request,Refund kab milega 773
refund_request,Paisa wapas chahiye 774
refund_request,Refund not received 775
refund_request,Refund ka status 776
refund_request,I want a refund 777
refund_request,Refund status 778
refund_request,Money deducted but order failed 779
refund_request,Refund pending 780
refund_request,Refund kab milega 781
refund_request,Paisa wapas chahiye 782
refund_request,Refund not received 783
refund_request,Refund ka status 784
refund_request,I want a refund 785
refund_request,Refund status 786
refund_request,Money deducted but order failed 787
refund_request,Refund pending 788
refund_request,Refund kab milega 789
refund_request,Paisa wapas chahiye 790
refund_request,Refund not received 791
refund_request,Refund ka status 792
refund_request,I want a refund 793
refund_request,Refund status 794
refund_request,Money deducted but order failed 795
refund_request,Refund pending 796
refund_request,Refund kab milega 797
refund_request,Paisa wapas chahiye 798
refund_request,Refund not received 799
refund_request,Refund ka status 800
refund_request,I want a refund 801
refund_request,Refund status 802
refund_request,Money deducted but order failed 803
refund_request,Refund pending 804
refund_request,Refund kab milega 805
refund_request,Paisa wapas chahiye 806
refund_request,Refund not received 807
refund_request,Refund ka status 808
refund_request,I want a refund 809
refund_request,Refund status 810
refund_request,Money deducted but order failed 811
refund_request,Refund pending 812
refund_request,Refund kab milega 813
refund_request,Paisa wapas chahiye 814
refund_request,Refund not received 815
refund_request,Refund ka status 816
refund_request,I want a refund 817
refund_request,Refund status 818
refund_request,Money deducted but order failed 819
refund_request,Refund pending 820
refund_request,Refund kab milega 821
refund_request,Paisa wapas chahiye 822
refund_request,Refund not received 823
refund_request,Refund ka status 824
refund_request,I want a refund 825
refund_request,Refund status 826
refund_request,Money deducted but order failed 827
refund_request,Refund pending 828
refund_request,Refund kab milega 829
refund_request,Paisa wapas chahiye 830
refund_request,Refund not received 831
refund_request,Refund ka status 832
refund_request,I want a refund 833
refund_request,Refund status 834
refund_request,Money deducted but order failed 835
refund_request,Refund pending 836
refund_request,Refund kab milega 837
refund_request,Paisa wapas chahiye 838
refund_request,Refund not received 839
refund_request,Refund ka status 840
refund_request,I want a refund 841
refund_request,Refund status 842
refund_request,Money deducted but order failed 843
refund_request,Refund pending 844
refund_request,Refund kab milega 845
refund_request,Paisa wapas chahiye 846
refund_request,Refund not received 847
refund_request,Refund ka status 848
refund_request,I want a refund 849
refund_request,Refund status 850
refund_request,Money deducted but order failed 851
refund_request,Refund pending 852
refund_request,Refund kab milega 853
refund_request,Paisa wapas chahiye 854
refund_request,Refund not received 855
refund_request,Refund ka status 856
refund_request,I want a refund 857
refund_request,Refund status 858
refund_request,Money deducted but order failed 859
refund_request,Refund pending 860
refund_request,Refund kab milega 861
refund_request,Paisa wapas chahiye 862
refund_request,Refund not received 863
refund_request,Refund ka status 864
refund_request,I want a refund 865
refund_request,Refund status 866
refund_request,Money deducted but order failed 867
refund_request,Refund pending 868
refund_request,Refund kab milega 869
refund_request,Paisa wapas chahiye 870
refund_request,Refund not received 871
refund_request,Refund ka status 872
refund_request,I want a refund 873
refund_request,Refund status 874
refund_request,Money deducted but order failed 875
refund_request,Refund pending 876
refund_request,Refund kab milega 877
refund_request,Paisa wapas chahiye 878
refund_request,Refund not received 879
refund_request,Refund ka status 880
refund_request,I want a refund 881
refund_request,Refund status 882
refund_request,Money deducted but order failed 883
refund_request,Refund pending 884
refund_request,Refund kab milega 885
refund_request,Paisa wapas chahiye 886
refund_request,Refund not received 887
refund_request,Refund ka status 888
refund_request,I want a refund 889
refund_request,Refund status 890
refund_request,Money deducted but order failed 891
refund_request,Refund pending 892
refund_request,Refund kab milega 893
refund_request,Paisa wapas chahiye 894
refund_request,Refund not received 895
refund_request,Refund ka status 896
refund_request,I want a refund 897
refund_request,Refund status 898
refund_request,Money deducted but order failed 899
refund_request,Refund pending 900
refund_request,Refund kab milega 901
refund_request,Paisa wapas chahiye 902
refund_request,Refund not received 903
refund_request,Refund ka status 904
refund_request,I want a refund 905
refund_request,Refund status 906
refund_request,Money deducted but order failed 907
refund_request,Refund pending 908
refund_request,Refund kab milega 909
refund_request,Paisa wapas chahiye 910
refund_request,Refund not received 911
refund_request,Refund ka status 912
refund_request,I want a refund 913
refund_request,Refund status 914
refund_request,Money deducted but order failed 915
refund_request,Refund pending 916
refund_request,Refund kab milega 917
refund_request,Paisa wapas chahiye 918
refund_request,Refund not received 919
refund_request,Refund ka status 920
refund_request,I want a refund 921
refund_request,Refund status 922
refund_request,Money deducted but order failed 923
refund_request,Refund pending 924
refund_request,Refund kab milega 925
refund_request,Paisa wapas chahiye 926
refund_request,Refund not received 927
refund_request,Refund ka status 928
refund_request,I want a refund 929
refund_request,Refund status 930
refund_request,Money deducted but order failed 931
refund_request,Refund pending 932
refund_request,Refund kab milega 933
refund_request,Paisa wapas chahiye 934
refund_request,Refund not received 935
refund_request,Refund ka status 936
refund_request,I want a refund 937
refund_request,Refund status 938
refund_request,Money deducted but order failed 939
refund_request,Refund pending 940
refund_request,Refund kab milega 941
refund_request,Paisa wapas chahiye 942
refund_request,Refund not received 943
refund_request,Refund ka status 944
refund_request,I want a refund 945
refund_request,Refund status 946
refund_request,Money deducted but order failed 947
refund_request,Refund pending 948
refund_request,Refund kab milega 949
refund_request,Paisa wapas chahiye 950
refund_request,Refund not received 951
refund_request,Refund ka status 952
refund_request,I want a refund 953
refund_request,Refund status 954
refund_request,Money deducted but order failed 955
refund_request,Refund pending 956
refund_request,Refund kab milega 957
refund_request,Paisa wapas chahiye 958
refund_request,Refund not received 959
refund_request,Refund ka status 960
refund_request,I want a refund 961
refund_request,Refund status 962
refund_request,Money deducted but order failed 963
refund_request,Refund pending 964
refund_request,Refund kab milega 965
refund_request,Paisa wapas chahiye 966
refund_request,Refund not received 967
refund_request,Refund ka status 968
refund_request,I want a refund 969
refund_request,Refund status 970
refund_request,Money deducted but order failed 971
refund_request,Refund pending 972
refund_request,Refund kab milega 973
refund_request,Paisa wapas chahiye 974
refund_request,Refund not received 975
refund_request,Refund ka status 976
refund_request,I want a refund 977
refund_request,Refund status 978
refund_request,Money deducted but order failed 979
refund_request,Refund pending 980
refund_request,Refund kab milega 981
refund_request,Paisa wapas chahiye 982
refund_request,Refund not received 983
refund_request,Refund ka status 984
refund_request,I want a refund 985
refund_request,Refund status 986
refund_request,Money deducted but order failed 987
refund_request,Refund pending 988
refund_request,Refund kab milega 989
refund_request,Paisa wapas chahiye 990
refund_request,Refund not received 991
refund_request,Refund ka status 992
refund_request,I want a refund 993
refund_request,Refund status 994
refund_request,Money deducted but order failed 995
refund_request,Refund pending 996
refund_request,Refund kab milega 997
refund_request,Paisa wapas chahiye 998
refund_request,Refund not received 999
refund_request,Refund ka status 1000
order_cancellation,Cancel my order 1
order_cancellation,Order cancel karna hai 2
order_cancellation,Cancel order 3
order_cancellation,I ordered by mistake 4
order_cancellation,Cancel delivery 5
order_cancellation,Order cancel asap 6
order_cancellation,Order rok do 7
order_cancellation,Cancel purchase 8
order_cancellation,Cancel my order 9
order_cancellation,Order cancel karna hai 10
order_cancellation,Cancel order 11
order_cancellation,I ordered by mistake 12
order_cancellation,Cancel delivery 13
order_cancellation,Order cancel asap 14
order_cancellation,Order rok do 15
order_cancellation,Cancel purchase 16
order_cancellation,Cancel my order 17
order_cancellation,Order cancel karna hai 18
order_cancellation,Cancel order 19
order_cancellation,I ordered by mistake 20
order_cancellation,Cancel delivery 21
order_cancellation,Order cancel asap 22
order_cancellation,Order rok do 23
order_cancellation,Cancel purchase 24
order_cancellation,Cancel my order 25
order_cancellation,Order cancel karna hai 26
order_cancellation,Cancel order 27
order_cancellation,I ordered by mistake 28
order_cancellation,Cancel delivery 29
order_cancellation,Order cancel asap 30
order_cancellation,Order rok do 31
order_cancellation,Cancel purchase 32
order_cancellation,Cancel my order 33
order_cancellation,Order cancel karna hai 34
order_cancellation,Cancel order 35
order_cancellation,I ordered by mistake 36
order_cancellation,Cancel delivery 37
order_cancellation,Order cancel asap 38
order_cancellation,Order rok do 39
order_cancellation,Cancel purchase 40
order_cancellation,Cancel my order 41
order_cancellation,Order cancel karna hai 42
order_cancellation,Cancel order 43
order_cancellation,I ordered by mistake 44
order_cancellation,Cancel delivery 45
order_cancellation,Order cancel asap 46
order_cancellation,Order rok do 47
order_cancellation,Cancel purchase 48
order_cancellation,Cancel my order 49
order_cancellation,Order cancel karna hai 50
order_cancellation,Cancel order 51
order_cancellation,I ordered by mistake 52
order_cancellation,Cancel delivery 53
order_cancellation,Order cancel asap 54
order_cancellation,Order rok do 55
order_cancellation,Cancel purchase 56
order_cancellation,Cancel my order 57
order_cancellation,Order cancel karna hai 58
order_cancellation,Cancel order 59
order_cancellation,I ordered by mistake 60
order_cancellation,Cancel delivery 61
order_cancellation,Order cancel asap 62
order_cancellation,Order rok do 63
order_cancellation,Cancel purchase 64
order_cancellation,Cancel my order 65
