intent,user_message,response
order_status,My order is delayed 829,Please share your order ID to check the current status.
order_status,Order kab ayega 830,Please share your order ID to check the current status.
order_status,Order kaha hai 831,Please share your order ID to check the current status.
order_status,Delivery status 832,Please share your order ID to check the current status.
order_status,Where is my order 833,Please share your order ID to check the current status.
order_status,Track my order 834,Please share your order ID to check the current status.
order_status,Order status 835,Please share your order ID to check the current status.
order_status,Order delivery update 836,Please share your order ID to check the current status.
order_status,My order is delayed 837,Please share your order ID to check the current status.
order_status,Order kab ayega 838,Please share your order ID to check the current status.
order_status,Order kaha hai 839,Please share your order ID to check the current status.
order_status,Delivery status 840,Please share your order ID to check the current status.
order_status,Where is my order 841,Please share your order ID to check the current status.
order_status,Track my order 842,Please share your order ID to check the current status.
order_status,Order status 843,Please share your order ID to check the current status.
order_status,Order delivery update 844,Please share your order ID to check the current status.
order_status,My order is delayed 845,Please share your order ID to check the current status.
order_status,Order kab ayega 846,Please share your order ID to check the current status.
order_status,Order kaha hai 847,Please share your order ID to check the current status.
order_status,Delivery status 848,Please share your order ID to check the current status.
order_status,Where is my order 849,Please share your order ID to check the current status.
order_status,Track my order 850,Please share your order ID to check the current status.
order_status,Order status 851,Please share your order ID to check the current status.
order_status,Order delivery update 852,Please share your order ID to check the current status.
order_status,My order is delayed 853,Please share your order ID to check the current status.
order_status,Order kab ayega 854,Please share your order ID to check the current status.
order_status,Order kaha hai 855,Please share your order ID to check the current status.
order_status,Delivery status 856,Please share your order ID to check the current status.
order_status,Where is my order 857,Please share your order ID to check the current status.
order_status,Track my order 858,Please share your order ID to check the current status.
order_status,Order status 859,Please share your order ID to check the current status.
order_status,Order delivery update 860,Please share your order ID to check the current status.
order_status,My order is delayed 861,Please share your order ID to check the current status.
order_status,Order kab ayega 862,Please share your order ID to check the current status.
order_status,Order kaha hai 863,Please share your order ID to check the current status.
order_status,Delivery status 864,Please share your order ID to check the current status.
order_status,Where is my order 865,Please share your order ID to check the current status.
order_status,Track my order 866,Please share your order ID to check the current status.
order_status,Order status 867,Please share your order ID to check the current status.
order_status,Order delivery update 868,Please share your order ID to check the current status.
order_status,My order is delayed 869,Please share your order ID to check the current status.
order_status,Order kab ayega 870,Please share your order ID to check the current status.
order_status,Order kaha hai 871,Please share your order ID to check the current status.
order_status,Delivery status 872,Please share your order ID to check the current status.
order_status,Where is my order 873,Please share your order ID to check the current status.
order_status,Track my order 874,Please share your order ID to check the current status.
order_status,Order status 875,Please share your order ID to check the current status.
order_status,Order delivery update 876,Please share your order ID to check the current status.
order_status,My order is delayed 877,Please share your order ID to check the current status.
order_status,Order kab ayega 878,Please share your order ID to check the current status.
order_status,Order kaha hai 879,Please share your order ID to check the current status.
order_status,Delivery status 880,Please share your order ID to check the current status.
order_status,Where is my order 881,Please share your order ID to check the current status.
order_status,Track my order 882,Please share your order ID to check the current status.
order_status,Order status 883,Please share your order ID to check the current status.
order_status,Order delivery update 884,Please share your order ID to check the current status.
order_status,My order is delayed 885,Please share your order ID to check the current status.
order_status,Order kab ayega 886,Please share your order ID to check the current status.
order_status,Order kaha hai 887,Please share your order ID to check the current status.
order_status,Delivery status 888,Please share your order ID to check the current status.
order_status,Where is my order 889,Please share your order ID to check the current status.
order_status,Track my order 890,Please share your order ID to check the current status.
order_status,Order status 891,Please share your order ID to check the current status.
order_status,Order delivery update 892,Please share your order ID to check the current status.
order_status,My order is delayed 893,Please share your order ID to check the current status.
order_status,Order kab ayega 894,Please share your order ID to check the current status.
order_status,Order kaha hai 895,Please share your order ID to check the current status.
order_status,Delivery status 896,Please share your order ID to check the current status.
order_status,Where is my order 897,Please share your order ID to check the current status.
order_status,Track my order 898,Please share your order ID to check the current status.
order_status,Order status 899,Please share your order ID to check the current status.
order_status,Order delivery update 900,Please share your order ID to check the current status.
order_status,My order is delayed 901,Please share your order ID to check the current status.
order_status,Order kab ayega 902,Please share your order ID to check the current status.
order_status,Order kaha hai 903,Please share your order ID to check the current status.
order_status,Delivery status 904,Please share your order ID to check the current status.
order_status,Where is my order 905,Please share your order ID to check the current status.
order_status,Track my order 906,Please share your order ID to check the current status.
order_status,Order status 907,Please share your order ID to check the current status.
order_status,Order delivery update 908,Please share your order ID to check the current status.
order_status,My order is delayed 909,Please share your order ID to check the current status.
order_status,Order kab ayega 910,Please share your order ID to check the current status.
order_status,Order kaha hai 911,Please share your order ID to check the current status.
order_status,Delivery status 912,Please share your order ID to check the current status.
order_status,Where is my order 913,Please share your order ID to check the current status.
order_status,Track my order 914,Please share your order ID to check the current status.
order_status,Order status 915,Please share your order ID to check the current status.
order_status,Order delivery update 916,Please share your order ID to check the current status.
order_status,My order is delayed 917,Please share your order ID to check the current status.
order_status,Order kab ayega 918,Please share your order ID to check the current status.
order_status,Order kaha hai 919,Please share your order ID to check the current status.
order_status,Delivery status 920,Please share your order ID to check the current status.
order_status,Where is my order 921,Please share your order ID to check the current status.
order_status,Track my order 922,Please share your order ID to check the current status.
order_status,Order status 923,Please share your order ID to check the current status.
order_status,Order delivery update 924,Please share your order ID to check the current status.
order_status,My order is delayed 925,Please share your order ID to check the current status.
order_status,Order kab ayega 926,Please share your order ID to check the current status.
order_status,Order kaha hai 927,Please share your order ID to check the current status.
order_status,Delivery status 928,Please share your order ID to check the current status.
order_status,Where is my order 929,Please share your order ID to check the current status.
order_status,Track my order 930,Please share your order ID to check the current status.
order_status,Order status 931,Please share your order ID to check the current status.
order_status,Order delivery update 932,Please share your order ID to check the current status.
order_status,My order is delayed 933,Please share your order ID to check the current status.
order_status,Order kab ayega 934,Please share your order ID to check the current status.
order_status,Order kaha hai 935,Please share your order ID to check the current status.
order_status,Delivery status 936,Please share your order ID to check the current status.
order_status,Where is my order 937,Please share your order ID to check the current status.
order_status,Track my order 938,Please share your order ID to check the current status.
order_status,Order status 939,Please share your order ID to check the current status.
order_status,Order delivery update 940,Please share your order ID to check the current status.
order_status,My order is delayed 941,Please share your order ID to check the current status.
order_status,Order kab ayega 942,Please share your order ID to check the current status.
order_status,Order kaha hai 943,Please share your order ID to check the current status.
order_status,Delivery status 944,Please share your order ID to check the current status.
order_status,Where is my order 945,Please share your order ID to check the current status.
order_status,Track my order 946,Please share your order ID to check the current status.
order_status,Order status 947,Please share your order ID to check the current status.
order_status,Order delivery update 948,Please share your order ID to check the current status.
order_status,My order is delayed 949,Please share your order ID to check the current status.
order_status,Order kab ayega 950,Please share your order ID to check the current status.
order_status,Order kaha hai 951,Please share your order ID to check the current status.
order_status,Delivery status 952,Please share your order ID to check the current status.
order_status,Where is my order 953,Please share your order ID to check the current status.
order_status,Track my order 954,Please share your order ID to check the current status.
order_status,Order status 955,Please share your order ID to check the current status.
order_status,Order delivery update 956,Please share your order ID to check the current status.
order_status,My order is delayed 957,Please share your order ID to check the current status.
order_status,Order kab ayega 958,Please share your order ID to check the current status.
order_status,Order kaha hai 959,Please share your order ID to check the current status.
order_status,Delivery status 960,Please share your order ID to check the current status.
order_status,Where is my order 961,Please share your order ID to check the current status.
order_status,Track my order 962,Please share your order ID to check the current status.
order_status,Order status 963,Please share your order ID to check the current status.
order_status,Order delivery update 964,Please share your order ID to check the current status.
order_status,My order is delayed 965,Please share your order ID to check the current status.
order_status,Order kab ayega 966,Please share your order ID to check the current status.
order_status,Order kaha hai 967,Please share your order ID to check the current status.
order_status,Delivery status 968,Please share your order ID to check the current status.
order_status,Where is my order 969,Please share your order ID to check the current status.
order_status,Track my order 970,Please share your order ID to check the current status.
order_status,Order status 971,Please share your order ID to check the current status.
order_status,Order delivery update 972,Please share your order ID to check the current status.
order_status,My order is delayed 973,Please share your order ID to check the current status.
order_status,Order kab ayega 974,Please share your order ID to check the current status.
order_status,Order kaha hai 975,Please share your order ID to check the current status.
order_status,Delivery status 976,Please share your order ID to check the current status.
order_status,Where is my order 977,Please share your order ID to check the current status.
order_status,Track my order 978,Please share your order ID to check the current status.
order_status,Order status 979,Please share your order ID to check the current status.
order_status,Order delivery update 980,Please share your order ID to check the current status.
order_status,My order is delayed 981,Please share your order ID to check the current status.
order_status,Order kab ayega 982,Please share your order ID to check the current status.
order_status,Order kaha hai 983,Please share your order ID to check the current status.
order_status,Delivery status 984,Please share your order ID to check the current status.
order_status,Where is my order 985,Please share your order ID to check the current status.
order_status,Track my order 986,Please share your order ID to check the current status.
order_status,Order status 987,Please share your order ID to check the current status.
order_status,Order delivery update 988,Please share your order ID to check the current status.
order_status,My order is delayed 989,Please share your order ID to check the current status.
order_status,Order kab ayega 990,Please share your order ID to check the current status.
order_status,Order kaha hai 991,Please share your order ID to check the current status.
order_status,Delivery status 992,Please share your order ID to check the current status.
order_status,Where is my order 993,Please share your order ID to check the current status.
order_status,Track my order 994,Please share your order ID to check the current status.
order_status,Order status 995,Please share your order ID to check the current status.
order_status,Order delivery update 996,Please share your order ID to check the current status.
order_status,My order is delayed 997,Please share your order ID to check the current status.
order_status,Order kab ayega 998,Please share your order ID to check the current status.
order_status,Order kaha hai 999,Please share your order ID to check the current status.
order_status,Delivery status 1000,Please share your order ID to check the current status.
refund_request,I want a refund 1,Please share your order ID to check the refund status.
refund_request,Refund status 2,Please share your order ID to check the refund status.
refund_request,Money deducted but order failed 3,Please share your order ID to check the refund status.
refund_request,Refund pending 4,Please share your order ID to check the refund status.
refund_request,Refund kab milega 5,Please share your order ID to check the refund status.
refund_request,Paisa wapas chahiye 6,Please share your order ID to check the refund status.
refund_request,Refund not received 7,Please share your order ID to check the refund status.
refund_request,Refund ka status 8,Please share your order ID to check the refund status.
refund_request,I want a refund 9,Please share your order ID to check the refund status.
refund_request,Refund status 10,Please share your order ID to check the refund status.
refund_request,Money deducted but order failed 11,Please share your order ID to check the refund status.
refund_request,Refund pending 12,Please share your order ID to check the refund status.
refund_request,Refund kab milega 13,Please share your order ID to check the refund status.
refund_request,Paisa wapas chahiye 14,Please share your order ID to check the refund status.
refund_request,Refund not received 15,Please share your order ID to check the refund status.
refund_request,Refund ka status 16,Please share your order ID to check the refund status.
refund_request,I want a refund 17,Please share your order ID to check the refund status.
refund_request,Refund status 18,Please share your order ID to check the refund status.
refund_request,Money deducted but order failed 19,Please share your order ID to check the refund status.
refund_request,Refund pending 20,Please share your order ID to check the refund status.
refund_request,Refund kab milega 21,Please share your order ID to check the refund status.
refund_request,Paisa wapas chahiye 22,Please share your order ID to check the refund status.
refund_request,Refund not received 23,Please share your order ID to check the refund status.
refund_request,Refund ka status 24,Please share your order ID to check the refund status.
refund_request,I want a refund 25,Please share your order ID to check the refund status.
refund_request,Refund status 26,Please share your order ID to check the refund status.
refund_request,Money deducted but order failed 27,Please share your order ID to check the refund status.
refund_request,Refund pending 28,Please share your order ID to check the refund status.
refund_request,Refund kab milega 29,Please share your order ID to check the refund status.
refund_request,Paisa wapas chahiye 30,Please share your order ID to check the refund status.
refund_request,Refund not received 31,Please share your order ID to check the refund status.
refund_request,Refund ka status 32,Please share your order ID to check the refund status.
refund_request,I want a refund 33,Please share your order ID to check the refund status.
refund_request,Refund status 34,Please share your order ID to check the refund status.
refund_request,Money deducted but order failed 35,Please share your order ID to check the refund status.
refund_request,Refund pending 36,Please share your order ID to check the refund status.
refund_request,Refund kab milega 37,Please share your order ID to check the refund status.
refund_request,Paisa wapas chahiye 38,Please share your order ID to check the refund status.
refund_request,Refund not received 39,Please share your order ID to check the refund status.
refund_request,Refund ka status 40,Please share your order ID to check the refund status.
refund_request,I want a refund 41,Please share your order ID to check the refund status.
refund_request,Refund status 42,Please share your order ID to check the refund status.
refund_request,Money deducted but order failed 43,Please share your order ID to check the refund status.
refund_request,Refund pending 44,Please share your order ID to check the refund status.
refund_request,Refund kab milega 45,Please share your order ID to check the refund status.
refund_request,Paisa wapas chahiye 46,Please share your order ID to check the refund status.
refund_request,Refund not received 47,Please share your order ID to check the refund status.
refund_request,Refund ka status 48,Please share your order ID to check the refund status.
refund_request,I want a refund 49,Please share your order ID to check the refund status.
refund_request,Refund status 50,Please share your order ID to check the refund status.
refund_request,Money deducted but order failed 51,Please share your order ID to check the refund status.
refund_request,Refund pending 52,Please share your order ID to check the refund status.
refund_request,Refund kab milega 53,Please share your order ID to check the refund status.
refund_request,Paisa wapas chahiye 54,Please share your order ID to check the refund status.
refund_request,Refund not received 55,Please share your order ID to check the refund status.
refund_request,Refund ka status 56,Please share your order ID to check the refund status.
refund_request,I want a refund 57,Please share your order ID to check the refund status.
refund_request,Refund status 58,Please share your order ID to check the refund status.
refund_request,Money deducted but order failed 59,Please share your order ID to check the refund status.
refund_request,Refund pending 60,Please share your order ID to check the refund status.
refund_request,Refund kab milega 61,Please share your order ID to check the refund status.
refund_request,Paisa wapas chahiye 62,Please share your order ID to check the refund status.
refund_request,Refund not received 63,Please share your order ID to check the refund status.
refund_request,Refund ka status 64,Please share your order ID to check the refund status.
refund_request,I want a refund 65,Please share your order ID to check the refund status.
refund_request,Refund status 66,Please share your order ID to check the refund status.
refund_request,Money deducted but order failed 67,Please share your order ID to check the refund status.
refund_request,Refund pending 68,Please share your order ID to check the refund status.
refund_request,Refund kab milega 69,Please share your order ID to check the refund status.
refund_request,Paisa wapas chahiye 70,Please share your order ID to check the refund status.
refund_request,Refund not received 71,Please share your order ID to check the refund status.
refund_request,Refund ka status 72,Please share your order ID to check the refund status.
refund_request,I want a refund 73,Please share your order ID to check the refund status.
refund_request,Refund status 74,Please share your order ID to check the refund status.
refund_request,Money deducted but order failed 75,Please share your order ID to check the refund status.
refund_request,Refund pending 76,Please share your order ID to check the refund status.
refund_request,Refund kab milega 77,Please share your order ID to check the refund status.
refund_request,Paisa wapas chahiye 78,Please share your order ID to check the refund status.
refund_request,Refund not received 79,Please share your order ID to check the refund status.
refund_request,Refund ka status 80,Please share your order ID to check the refund status.
refund_request,I want a refund 81,Please share your order ID to check the refund status.
refund_request,Refund status 82,Please share your order ID to check the refund status.
refund_request,Money deducted but order failed 83,Please share your order ID to check the refund status.
refund_request,Refund pending 84,Please share your order ID to check the refund status.
refund_request,Refund kab milega 85,Please share your order ID to check the refund status.
refund_request,Paisa wapas chahiye 86,Please share your order ID to check the refund status.
refund_request,Refund not received 87,Please share your order ID to check the refund status.
refund_request,Refund ka status 88,Please share your order ID to check the refund status.
refund_request,I want a refund 89,Please share your order ID to check the refund status.
refund_request,Refund status 90,Please share your order ID to check the refund status.
refund_request,Money deducted but order failed 91,Please share your order ID to check the refund status.
refund_request,Refund pending 92,Please share your order ID to check the refund status.
refund_request,Refund kab milega 93,Please share your order ID to check the refund status.
refund_request,Paisa wapas chahiye 94,Please share your order ID to check the refund status.
refund_request,Refund not received 95,Please share your order ID to check the refund status.
refund_request,Refund ka status 96,Please share your order ID to check the refund status.
refund_request,I want a refund 97,Please share your order ID to check the refund status.
refund_request,Refund status 98,Please share your order ID to check the refund status.
refund_request,Money deducted but order failed 99,Please share your order ID to check the refund status.
refund_request,Refund pending 100,Please share your order ID to check the refund status.
refund_request,Refund kab milega 101,Please share your order ID to check the refund status.
refund_request,Paisa wapas chahiye 102,Please share your order ID to check the refund status.
refund_request,Refund not received 103,Please share your order ID to check the refund status.
refund_request,Refund ka status 104,Please share your order ID to check the refund status.
refund_request,I want a refund 105,Please share your order ID to check the refund status.
refund_request,Refund status 106,Please share your order ID to check the refund status.
refund_request,Money deducted but order failed 107,Please share your order ID to check the refund status.
refund_request,Refund pending 108,Please share your order ID to check the refund status.
refund_request,Refund kab milega 109,Please share your order ID to check the refund status.
refund_request,Paisa wapas chahiye 110,Please share your order ID to check the refund status.
refund_request,Refund not received 111,Please share your order ID to check the refund status.
refund_request,Refund ka status 112,Please share your order ID to check the refund status.
refund_request,I want a refund 113,Please share your order ID to check the refund status.
refund_request,Refund status 114,Please share your order ID to check the refund status.
refund_request,Money deducted but order failed 115,Please share your order ID to check the refund status.
refund_request,Refund pending 116,Please share your order ID to check the refund status.
refund_request,Refund kab milega 117,Please share your order ID to check the refund status.
refund_request,Paisa wapas chahiye 118,Please share your order ID to check the refund status.
refund_request,Refund not received 119,Please share your order ID to check the refund status.
refund_request,Refund ka status 120,Please share your order ID to check the refund status.
refund_request,I want a refund 121,Please share your order ID to check the refund status.
refund_request,Refund status 122,Please share your order ID to check the refund status.
refund_request,Money deducted but order failed 123,Please share your order ID to check the refund status.
refund_request,Refund pending 124,Please share your order ID to check the refund status.
refund_request,Refund kab milega 125,Please share your order ID to check the refund status.
refund_request,Paisa wapas chahiye 126,Please share your order ID to check the refund status.
refund_request,Refund not received 127,Please share your order ID to check the refund status.
refund_request,Refund ka status 128,Please share your order ID to check the refund status.
refund_request,I want a refund 129,Please share your order ID to check the refund status.
refund_request,Refund status 130,Please share your order ID to check the refund status.
refund_request,Money deducted but order failed 131,Please share your order ID to check the refund status.
refund_request,Refund pending 132,Please share your order ID to check the refund status.
refund_request,Refund kab milega 133,Please share your order ID to check the refund status.
refund_request,Paisa wapas chahiye 134,Please share your order ID to check the refund status.
refund_request,Refund not received 135,Please share your order ID to check the refund status.
refund_request,Refund ka status 136,Please share your order ID to check the refund status.
refund_request,I want a refund 137,Please share your order ID to check the refund status.
refund_request,Refund status 138,Please share your order ID to check the refund status.
refund_request,Money deducted but order failed 139,Please share your order ID to check the refund status.
refund_request,Refund pending 140,Please share your order ID to check the refund status.
refund_request,Refund kab milega 141,Please share your order ID to check the refund status.
refund_request,Paisa wapas chahiye 142,Please share your order ID to check the refund status.
refund_request,Refund not received 143,Please share your order ID to check the refund status.
refund_request,Refund ka status 144,Please share your order ID to check the refund status.
refund_request,I want a refund 145,Please share your order ID to check the refund status.
refund_request,Refund status 146,Please share your order ID to check the refund status.
refund_request,Money deducted but order failed 147,Please share your order ID to check the refund status.
refund_request,Refund pending 148,Please share your order ID to check the refund status.
refund_request,Refund kab milega 149,Please share your order ID to check the refund status.
refund_request,Paisa wapas chahiye 150,Please share your order ID to check the refund status.
refund_request,Refund not received 151,Please share your order ID to check the refund status.
refund_request,Refund ka status 152,Please share your order ID to check the refund status.
refund_request,I want a refund 153,Please share your order ID to check the refund status.
refund_request,Refund status 154,Please share your order ID to check the refund status.
refund_request,Money deducted but order failed 155,Please share your order ID to check the refund status.
refund_request,Refund pending 156,Please share your order ID to check the refund status.
refund_request,Refund kab milega 157,Please share your order ID to check the refund status.
refund_request,Paisa wapas chahiye 158,Please share your order ID to check the refund status.
refund_request,Refund not received 159,Please share your order ID to check the refund status.
refund_request,Refund ka status 160,Please share your order ID to check the refund status.
refund_request,I want a refund 161,Please share your order ID to check the refund status.
refund_request,Refund status 162,Please share your order ID to check the refund status.
refund_request,Money deducted but order failed 163,Please share your order ID to check the refund status.
refund_request,Refund pending 164,Please share your order ID to check the refund status.
refund_request,Refund kab milega 165,Please share your order ID to check the refund status.
refund_request,Paisa wapas chahiye 166,Please share your order ID to check the refund status.
refund_request,Refund not received 167,Please share your order ID to check the refund status.
refund_request,Refund ka status 168,Please share your order ID to check the refund status.
refund_request,I want a refund 169,Please share your order ID to check the refund status.
refund_request,Refund status 170,Please share your order ID to check the refund status.
refund_request,Money deducted but order failed 171,Please share your order ID to check the refund status.
refund_request,Refund pending 172,Please share your order ID to check the refund status.
refund_request,Refund kab milega 173,Please share your order ID to check the refund status.
refund_request,Paisa wapas chahiye 174,Please share your order ID to check the refund status.
refund_request,Refund not received 175,Please share your order ID to check the refund status.
refund_request,Refund ka status 176,Please share your order ID to check the refund status.
refund_request,I want a refund 177,Please share your order ID to check the refund status.
refund_request,Refund status 178,Please share your order ID to check the refund status.
refund_request,Money deducted but order failed 179,Please share your order ID to check the refund status.
refund_request,Refund pending 180,Please share your order ID to check the refund status.
refund_request,Refund kab milega 181,Please share your order ID to check the refund status.
refund_request,Paisa wapas chahiye 182,Please share your order ID to check the refund status.
refund_request,Refund not received 183,Please share your order ID to check the refund status.
refund_request,Refund ka status 184,Please share your order ID to check the refund status.
refund_request,I want a refund 185,Please share your order ID to check the refund status.
refund_request,Refund status 186,Please share your order ID to check the refund status.
refund_request,Money deducted but order failed 187,Please share your order ID to check the refund status.
refund_request,Refund pending 188,Please share your order ID to check the refund status.
refund_request,Refund kab milega 189,Please share your order ID to check the refund status.
refund_request,Paisa wapas chahiye 190,Please share your order ID to check the refund status.
refund_request,Refund not received 191,Please share your order ID to check the refund status.
refund_request,Refund ka status 192,Please share your order ID to check the refund status.
refund_request,I want a refund 193,Please share your order ID to check the refund status.
refund_request,Refund status 194,Please share your order ID to check the refund status.
refund_request,Money deducted but order failed 195,Please share your order ID to check the refund status.
refund_request,Refund pending 196,Please share your order ID to check the refund status.
refund_request,Refund kab milega 197,Please share your order ID to check the refund status.
refund_request,Paisa wapas chahiye 198,Please share your order ID to check the refund status.
refund_request,Refund not received 199,Please share your order ID to check the refund status.
refund_request,Refund ka status 200,Please share your order ID to check the refund status.
refund_request,I want a refund 201,Please share your order ID to check the refund status.
refund_request,Refund status 202,Please share your order ID to check the refund status.
refund_request,Money deducted but order failed 203,Please share your order ID to check the refund status.
refund_request,Refund pending 204,Please share your order ID to check the refund status.
refund_request,Refund kab milega 205,Please share your order ID to check the refund status.
refund_request,Paisa wapas chahiye 206,Please share your order ID to check the refund status.
refund_request,Refund not received 207,Please share your order ID to check the refund status.
refund_request,Refund ka status 208,Please share your order ID to check the refund status.
refund_request,I want a refund 209,Please share your order ID to check the refund status.
refund_request,Refund status 210,Please share your order ID to check the refund status.
refund_request,Money deducted but order failed 211,Please share your order ID to check the refund status.
refund_request,Refund pending 212,Please share your order ID to check the refund status.
refund_request,Refund kab milega 213,Please share your order ID to check the refund status.
refund_request,Paisa wapas chahiye 214,Please share your order ID to check the refund status.
refund_request,Refund not received 215,Please share your order ID to check the refund status.
refund_request,Refund ka status 216,Please share your order ID to check the refund status.
refund_request,I want a refund 217,Please share your order ID to check the refund status.
refund_request,Refund status 218,Please share your order ID to check the refund status.
refund_request,Money deducted but order failed 219,Please share your order ID to check the refund status.
refund_request,Refund pending 220,Please share your order ID to check the refund status.
refund_request,Refund kab milega 221,Please share your order ID to check the refund status.
refund_request,Paisa wapas chahiye 222,Please share your order ID to check the refund status.
refund_request,Refund not received 223,Please share your order ID to check the refund status.
refund_request,Refund ka status 224,Please share your order ID to check the refund status.
refund_request,I want a refund 225,Please share your order ID to check the refund status.
refund_request,Refund status 226,Please share your order ID to check the refund status.
refund_request,Money deducted but order failed 227,Please share your order ID to check the refund status.
refund_request,Refund pending 228,Please share your order ID to check the refund status.
refund_request,Refund kab milega 229,Please share your order ID to check the refund status.
refund_request,Paisa wapas chahiye 230,Please share your order ID to check the refund status.
refund_request,Refund not received 231,Please share your order ID to check the refund status.
refund_request,Refund ka status 232,Please share your order ID to check the refund status.
refund_request,I want a refund 233,Please share your order ID to check the refund status.
refund_request,Refund status 234,Please share your order ID to check the refund status.
refund_request,Money deducted but order failed 235,Please share your order ID to check the refund status.
refund_request,Refund pending 236,Please share your order ID to check the refund status.
refund_request,Refund kab milega 237,Please share your order ID to check the refund status.
refund_request,Paisa wapas chahiye 238,Please share your order ID to check the refund status.
refund_request,Refund not received 239,Please share your order ID to check the refund status.
refund_request,Refund ka status 240,Please share your order ID to check the refund status.
refund_request,I want a refund 241,Please share your order ID to check the refund status.
refund_request,Refund status 242,Please share your order ID to check the refund status.
refund_request,Money deducted but order failed 243,Please share your order ID to check the refund status.
refund_request,Refund pending 244,Please share your order ID to check the refund status.
refund_request,Refund kab milega 245,Please share your order ID to check the refund status.
refund_request,Paisa wapas chahiye 246,Please share your order ID to check the refund status.
refund_request,Refund not received 247,Please share your order ID to check the refund status.
refund_request,Refund ka status 248,Please share your order ID to check the refund status.
refund_request,I want a refund 249,Please share your order ID to check the refund status.
refund_request,Refund status 250,Please share your order ID to check the refund status.
refund_request,Money deducted but order failed 251,Please share your order ID to check the refund status.
refund_request,Refund pending 252,Please share your order ID to check the refund status.
refund_request,Refund kab milega 253,Please share your order ID to check the refund status.
refund_request,Paisa wapas chahiye 254,Please share your order ID to check the refund status.
refund_request,Refund not received 255,Please share your order ID to check the refund status.
refund_request,Refund ka status 256,Please share your order ID to check the refund status.
refund_request,I want a refund 257,Please share your order ID to check the refund status.
refund_request,Refund status 258,Please share your order ID to check the refund status.
refund_request,Money deducted but order failed 259,Please share your order ID to check the refund status.
refund_request,Refund pending 260,Please share your order ID to check the refund status.
refund_request,Refund kab milega 261,Please share your order ID to check the refund status.
refund_request,Paisa wapas chahiye 262,Please share your order ID to check the refund status.
refund_request,Refund not received 263,Please share your order ID to check the refund status.
refund_request,Refund ka status 264,Please share your order ID to check the refund status.
refund_request,I want a refund 265,Please share your order ID to check the refund status.
refund_request,Refund status 266,Please share your order ID to check the refund status.
refund_request,Money deducted but order failed 267,Please share your order ID to check the refund status.
refund_request,Refund pending 268,Please share your order ID to check the refund status.
refund_request,Refund kab milega 269,Please share your order ID to check the refund status.
refund_request,Paisa wapas chahiye 270,Please share your order ID to check the refund status.
refund_request,Refund not received 271,Please share your order ID to check the refund status.
refund_request,Refund ka status 272,Please share your order ID to check the refund status.
refund_request,I want a refund 273,Please share your order ID to check the refund status.
refund_request,Refund status 274,Please share your order ID to check the refund status.
refund_request,Money deducted but order failed 275,Please share your order ID to check the refund status.
refund_request,Refund pending 276,Please share your order ID to check the refund status.
refund_request,Refund kab milega 277,Please share your order ID to check the refund status.
refund_request,Paisa wapas chahiye 278,Please share your order ID to check the refund status.
refund_request,Refund not received 279,Please share your order ID to check the refund status.
refund_request,Refund ka status 280,Please share your order ID to check the refund status.
refund_request,I want a refund 281,Please share your order ID to check the refund status.
refund_request,Refund status 282,Please share your order ID to check the refund status.
refund_request,Money deducted but order failed 283,Please share your order ID to check the refund status.
refund_request,Refund pending 284,Please share your order ID to check the refund status.
refund_request,Refund kab milega 285,Please share your order ID to check the refund status.
refund_request,Paisa wapas chahiye 286,Please share your order ID to check the refund status.
refund_request,Refund not received 287,Please share your order ID to check the refund status.
refund_request,Refund ka status 288,Please share your order ID to check the refund status.
refund_request,I want a refund 289,Please share your order ID to check the refund status.
refund_request,Refund status 290,Please share your order ID to check the refund status.
refund_request,Money deducted but order failed 291,Please share your order ID to check the refund status.
refund_request,Refund pending 292,Please share your order ID to check the refund status.
refund_request,Refund kab milega 293,Please share your order ID to check the refund status.
refund_request,Paisa wapas chahiye 294,Please share your order ID to check the refund status.
refund_request,Refund not received 295,Please share your order ID to check the refund status.
refund_request,Refund ka status 296,Please share your order ID to check the refund status.
refund_request,I want a refund 297,Please share your order ID to check the refund status.
refund_request,Refund status 298,Please share your order ID to check the refund status.
refund_request,Money deducted but order failed 299,Please share your order ID to check the refund status.
refund_request,Refund pending 300,Please share your order ID to check the refund status.
refund_request,Refund kab milega 301,Please share your order ID to check the refund status.
refund_request,Paisa wapas chahiye 302,Please share your order ID to check the refund status.
refund_request,Refund not received 303,Please share your order ID to check the refund status.
refund_request,Refund ka status 304,Please share your order ID to check the refund status.
refund_request,I want a refund 305,Please share your order ID to check the refund status.
refund_request,Refund status 306,Please share your order ID to check the refund status.
refund_request,Money deducted but order failed 307,Please share your order ID to check the refund status.
refund_request,Refund pending 308,Please share your order ID to check the refund status.
refund_request,Refund kab milega 309,Please share your order ID to check the refund status.
refund_request,Paisa wapas chahiye 310,Please share your order ID to check the refund status.
refund_request,Refund not received 311,Please share your order ID to check the refund status.
refund_request,Refund ka status 312,Please share your order ID to check the refund status.
refund_request,I want a refund 313,Please share your order ID to check the refund status.
refund_request,Refund status 314,Please share your order ID to check the refund status.
refund_request,Money deducted but order failed 315,Please share your order ID to check the refund status.
refund_request,Refund pending 316,Please share your order ID to check the refund status.
refund_request,Refund kab milega 317,Please share your order ID to check the refund status.
refund_request,Paisa wapas chahiye 318,Please share your order ID to check the refund status.
refund_request,Refund not received 319,Please share your order ID to check the refund status.
